Province/State;Country/Region;Last Update;Confirmed;Deaths;Recovered
Hubei;China;2020-03-13T11:09:03;67786;3062;51553
Guangdong;China;2020-03-13T11:09:03;1356;8;1296
Henan;China;2020-03-11T08:13:09;1273;22;1249
Zhejiang;China;2020-03-12T01:33:02;1215;1;1197
Hunan;China;2020-03-13T11:09:03;1018;4;1005
Anhui;China;2020-03-11T02:18:14;990;6;984
Jiangxi;China;2020-03-12T02:13:04;935;1;934
Shandong;China;2020-03-13T11:09:03;760;7;739
Jiangsu;China;2020-03-13T11:09:03;631;0;630
Chongqing;China;2020-03-13T23:13:12;576;6;566
Sichuan;China;2020-03-13T11:09:03;539;3;503
Heilongjiang;China;2020-03-13T11:09:03;482;13;446
Beijing;China;2020-03-13T11:09:03;436;8;342
Shanghai;China;2020-03-13T11:09:03;346;3;324
Hebei;China;2020-03-13T11:09:03;318;6;310
Fujian;China;2020-03-11T02:18:14;296;1;295
Guangxi;China;2020-03-13T11:09:03;252;2;243
Shaanxi;China;2020-03-12T01:33:02;245;2;232
Yunnan;China;2020-03-11T02:18:14;174;2;170
Hainan;China;2020-03-12T03:53:02;168;6;160
Guizhou;China;2020-03-13T11:09:03;146;2;140
Tianjin;China;2020-03-12T01:53:03;136;3;132
Hong Kong;China;2020-03-13T13:33:03;134;4;77
Shanxi;China;2020-03-13T11:09:03;133;0;133
Gansu;China;2020-03-13T11:09:03;127;2;88
Liaoning;China;2020-03-12T09:53:06;125;1;112
Xinjiang;China;2020-03-11T02:18:14;76;3;73
Inner Mongolia;China;2020-03-11T03:53:03;75;1;71
Ningxia;China;2020-03-11T09:33:12;75;0;72
Jilin;China;2020-03-13T11:09:03;93;1;91
Qinghai;China;2020-03-11T02:18:14;18;0;18
Macau;China;2020-03-11T18:52:03;10;0;10
Tibet;China;2020-03-11T02:18:14;1;0;1
;Panama;2020-03-11T20:00:00;27;1;0
Tasmania;Australia;2020-03-11T20:00:00;5;0;0
;Croatia;2020-03-11T20:00:00;32;0;1
;Burkina Faso;2020-03-11T20:00:00;2;0;0
;Albania;2020-03-11T20:00:00;33;1;0
British Columbia;Canada;2020-03-11T20:00:00;64;1;4
New South Wales;Australia;2020-03-11T20:00:00;92;2;4
Victoria;Australia;2020-03-11T20:00:00;36;0;8
Queensland;Australia;2020-03-11T20:00:00;35;0;8
South Australia;Australia;2020-03-11T20:00:00;16;0;3
Channel Islands;United Kingdom;2020-03-11T20:00:00;2;0;0
;Philippines;2020-03-11T20:00:00;64;5;2
;Nepal;2020-03-11T20:00:00;1;0;1
;Sri Lanka;2020-03-11T20:00:00;6;0;1
;United Arab Emirates;2020-03-11T20:00:00;85;0;17
;Thailand;2020-03-11T20:00:00;75;1;35
;Cambodia;2020-03-11T20:00:00;5;0;1
;San Marino;2020-03-11T20:00:00;80;5;0
Ontario;Canada;2020-03-11T20:00:00;74;0;4
Australian Capital Territory;Australia;2020-03-11T20:00:00;1;0;0
;Germany;2020-03-11T20:00:00;3675;7;46
;Congo (Kinshasa);2020-03-11T20:00:00;2;0;0
;Honduras;2020-03-11T20:00:00;2;0;0
Diamond Princess;US;2020-03-11T20:00:00;46;0;0
;Algeria;2020-03-11T20:00:00;26;2;8
;Reunion;2020-03-11T20:00:00;5;0;0
;Oman;2020-03-11T20:00:00;19;0;9
Diamond Princess;Cruise Ship;2020-03-11T20:00:00;696;7;325
New Brunswick;Canada;2020-03-11T20:00:00;1;0;0
;Italy;2020-03-11T20:00:00;17660;1266;1439
;Iraq;2020-03-11T20:00:00;101;9;24
;Lebanon;2020-03-11T20:00:00;77;3;1
From Diamond Princess;Australia;2020-03-11T20:00:00;0;0;0
;Ukraine;2020-03-11T20:00:00;3;1;0
;Austria;2020-03-11T20:00:00;504;1;6
;Switzerland;2020-03-11T20:00:00;1139;11;4
;Ireland;2020-03-11T20:00:00;90;1;0
;Georgia;2020-03-11T20:00:00;25;0;0
;Bangladesh;2020-03-11T20:00:00;3;0;0
;Kuwait;2020-03-11T20:00:00;80;0;5
;North Macedonia;2020-03-11T20:00:00;14;0;1
;Brazil;2020-03-11T20:00:00;151;0;0
;Greece;2020-03-11T20:00:00;190;1;0
;Sweden;2020-03-11T20:00:00;814;1;1
;Pakistan;2020-03-11T20:00:00;28;0;2
;Norway;2020-03-11T20:00:00;996;0;1
France;France;2020-03-11T20:00:00;3661;79;12
;Turkey;2020-03-11T20:00:00;5;0;0
;Bahrain;2020-03-11T20:00:00;189;0;44
