Province/State;Country/Region;Last Update;Confirmed;Deaths;Recovered
Hubei;China;2020-03-16T14:38:45;67798;3099;55142
;Italy;2020-03-16T17:33:03;27980;2158;2749
;Iran;2020-03-16T14:38:45;14991;853;4590
;Spain;2020-03-16T20:13:11;9942;342;530
;Korea, South;2020-03-16T14:38:45;8236;75;1137
;Germany;2020-03-16T20:13:11;7272;17;67
France;France;2020-03-16T20:13:11;6633;148;12
;Switzerland;2020-03-15T18:20:18;2200;14;4
United Kingdom;United Kingdom;2020-03-16T19:13:13;1543;55;20
Netherlands;Netherlands;2020-03-16T14:38:46;1413;24;2
Guangdong;China;2020-03-16T01:53:03;1361;8;1306
;Norway;2020-03-16T21:13:12;1333;3;1
Henan;China;2020-03-14T09:53:08;1273;22;1250
Zhejiang;China;2020-03-16T14:38:45;1231;1;1216
;Sweden;2020-03-16T14:38:45;1103;6;1
;Belgium;2020-03-16T14:38:45;1058;5;1
;Austria;2020-03-16T15:13:09;1018;3;6
Hunan;China;2020-03-14T08:33:03;1018;4;1014
Anhui;China;2020-03-11T02:18:14;990;6;984
New York;US;2020-03-16T21:53:03;967;10;0
Jiangxi;China;2020-03-12T02:13:04;935;1;934
Denmark;Denmark;2020-03-16T18:33:03;914;3;1
Washington;US;2020-03-16T23:53:03;904;48;1
;Japan;2020-03-16T14:38:45;825;27;144
Shandong;China;2020-03-16T14:38:45;760;7;746
Diamond Princess;Cruise Ship;2020-03-13T14:13:25;696;7;325
Jiangsu;China;2020-03-15T01:53:02;631;0;631
Chongqing;China;2020-03-15T03:53:04;576;6;570
;Malaysia;2020-03-16T14:38:45;566;0;42
California;US;2020-03-16T23:53:03;557;7;6
Sichuan;China;2020-03-15T18:20:18;539;3;516
Heilongjiang;China;2020-03-16T14:38:45;482;13;455
Beijing;China;2020-03-16T14:38:45;452;8;360
;Qatar;2020-03-16T15:13:09;439;0;4
Shanghai;China;2020-03-16T14:38:45;355;3;325
;Greece;2020-03-16T00:22:10;331;4;8
;Portugal;2020-03-16T14:38:45;331;0;3
Hebei;China;2020-03-13T11:09:03;318;6;310
;Czechia;2020-03-16T23:53:02;298;0;3
Fujian;China;2020-03-11T02:18:14;296;1;295
;Finland;2020-03-16T14:38:45;277;0;10
;Israel;2020-03-16T14:38:45;255;0;4
;Slovenia;2020-03-16T14:38:45;253;1;0
Guangxi;China;2020-03-16T14:38:45;252;2;248
Shaanxi;China;2020-03-16T14:38:45;245;2;233
;Singapore;2020-03-16T14:38:45;243;0;109
;Bahrain;2020-03-16T20:33:03;214;1;77
;Estonia;2020-03-16T14:38:45;205;0;1
;Brazil;2020-03-16T02:33:08;200;0;1
Massachusetts;US;2020-03-16T21:53:03;197;0;1
;Iceland;2020-03-16T02:13:15;180;0;0
New Jersey;US;2020-03-16T22:13:21;178;2;1
Ontario;Canada;2020-03-16T16:13:26;177;0;5
;Poland;2020-03-16T21:13:17;177;4;13
Yunnan;China;2020-03-16T23:53:02;176;2;172
New South Wales;Australia;2020-03-16T14:38:46;171;2;4
;Ireland;2020-03-16T14:38:45;169;2;0
Hainan;China;2020-03-16T14:38:45;168;6;161
Colorado;US;2020-03-16T23:53:03;160;1;0
;Romania;2020-03-16T14:38:45;158;0;9
;Chile;2020-03-16T14:38:45;155;0;0
Hong Kong;China;2020-03-16T14:38:45;155;4;84
Florida;US;2020-03-16T22:13:21;155;5;0
;Egypt;2020-03-16T15:53:45;150;2;27
;Thailand;2020-03-16T14:38:45;147;1;35
Guizhou;China;2020-03-16T14:38:45;146;2;144
;Philippines;2020-03-16T14:38:45;142;12;2
Tianjin;China;2020-03-15T18:20:18;136;3;133
;Pakistan;2020-03-16T14:38:45;136;0;2
Louisiana;US;2020-03-16T22:13:21;136;3;0
;Indonesia;2020-03-16T14:38:45;134;5;8
Gansu;China;2020-03-15T18:20:18;133;2;91
Shanxi;China;2020-03-13T11:09:03;133;0;133
Liaoning;China;2020-03-16T14:38:45;125;1;115
;Iraq;2020-03-16T02:13:15;124;10;26
;Kuwait;2020-03-16T14:38:45;123;0;9
Georgia;US;2020-03-16T16:53:06;121;1;0
;India;2020-03-16T14:38:45;119;2;13
;Saudi Arabia;2020-03-16T01:13:12;118;0;2
;San Marino;2020-03-16T01:33:03;109;7;4
Illinois;US;2020-03-16T22:13:21;105;0;2
British Columbia;Canada;2020-03-16T19:13:13;103;4;4
;Lebanon;2020-03-16T00:22:11;99;3;1
;United Arab Emirates;2020-03-16T00:22:11;98;0;23
Jilin;China;2020-03-16T00:22:10;93;1;92
;Russia;2020-03-16T14:38:45;90;0;8
;Peru;2020-03-16T14:38:45;86;0;0
Texas;US;2020-03-16T23:53:03;85;0;0
;Luxembourg;2020-03-16T01:53:03;77;1;0
Pennsylvania;US;2020-03-16T20:13:20;77;0;0
Xinjiang;China;2020-03-11T02:18:14;76;3;73
Inner Mongolia;China;2020-03-16T14:38:45;75;1;73
Ningxia;China;2020-03-16T14:38:45;75;0;75
Victoria;Australia;2020-03-16T14:38:45;71;0;8
Queensland;Australia;2020-03-16T14:38:46;68;0;8
;Taiwan*;2020-03-16T14:38:45;67;1;20
;Slovakia;2020-03-16T14:38:45;63;0;0
;South Africa;2020-03-16T14:38:45;62;0;0
