Province/State;Country/Region;Last Update;Confirmed;Deaths;Recovered
Hubei;China;2020-03-14T10:13:09;67790;3075;52960
;Italy;2020-03-14T20:13:16;21157;1441;1966
;Iran;2020-03-14T11:33:06;12729;611;2959
;Korea, South;2020-03-14T01:33:02;8086;72;510
;Spain;2020-03-14T22:13:11;6391;195;517
;Germany;2020-03-14T22:13:11;4585;9;46
France;France;2020-03-14T20:13:16;4469;91;12
;Switzerland;2020-03-14T11:53:29;1359;13;4
Guangdong;China;2020-03-14T01:13:11;1356;8;1299
Henan;China;2020-03-14T09:53:08;1273;22;1250
Zhejiang;China;2020-03-14T02:14:15;1227;1;1211
United Kingdom;United Kingdom;2020-03-14T14:53:04;1140;21;18
;Norway;2020-03-14T22:13:11;1090;3;1
Hunan;China;2020-03-14T08:33:03;1018;4;1014
Anhui;China;2020-03-11T02:18:14;990;6;984
;Sweden;2020-03-14T22:13:11;961;2;1
;Netherlands;2020-03-14T22:13:11;959;12;2
Jiangxi;China;2020-03-12T02:13:04;935;1;934
Denmark;Denmark;2020-03-14T22:13:32;827;1;1
;Japan;2020-03-14T22:33:03;773;22;118
Shandong;China;2020-03-14T04:33:02;760;7;741
Diamond Princess;Cruise Ship;2020-03-13T14:13:25;696;7;325
;Belgium;2020-03-14T11:53:29;689;4;1
;Austria;2020-03-14T16:13:55;655;1;6
Jiangsu;China;2020-03-13T11:09:03;631;0;630
Chongqing;China;2020-03-14T23:53:02;576;6;569
Washington;US;2020-03-14T22:13:19;572;37;1
Sichuan;China;2020-03-14T04:33:02;539;3;511
New York;US;2020-03-14T22:13:32;525;2;0
Heilongjiang;China;2020-03-14T00:13:05;482;13;447
Beijing;China;2020-03-14T02:13:47;437;8;349
Shanghai;China;2020-03-14T23:53:02;353;3;324
California;US;2020-03-14T22:13:32;340;5;6
;Qatar;2020-03-14T22:33:03;337;0;4
Hebei;China;2020-03-13T11:09:03;318;6;310
Fujian;China;2020-03-11T02:18:14;296;1;295
Guangxi;China;2020-03-13T11:09:03;252;2;243
Shaanxi;China;2020-03-12T01:33:02;245;2;232
;Malaysia;2020-03-14T16:13:55;238;0;35
;Greece;2020-03-14T22:33:03;228;3;8
;Finland;2020-03-14T22:33:03;225;0;1
;Singapore;2020-03-14T16:14:30;212;0;105
;Bahrain;2020-03-14T11:53:29;210;0;44
;Israel;2020-03-14T20:13:16;193;0;4
;Czechia;2020-03-14T20:13:16;189;0;0
;Slovenia;2020-03-14T22:33:03;181;1;0
Yunnan;China;2020-03-14T23:33:02;174;2;172
;Portugal;2020-03-14T16:14:47;169;0;2
Hainan;China;2020-03-12T03:53:02;168;6;160
;Iceland;2020-03-14T14:53:04;156;0;1
;Brazil;2020-03-13T22:21:58;151;0;0
Guizhou;China;2020-03-14T00:53:03;146;2;143
Hong Kong;China;2020-03-14T12:53:06;140;4;78
Massachusetts;US;2020-03-14T22:13:19;138;0;1
Tianjin;China;2020-03-12T01:53:03;136;3;132
Shanxi;China;2020-03-13T11:09:03;133;0;133
Gansu;China;2020-03-14T03:13:08;129;2;89
;Ireland;2020-03-14T20:13:16;129;2;0
Liaoning;China;2020-03-14T00:13:05;125;1;113
;Romania;2020-03-14T22:33:03;123;0;9
;Estonia;2020-03-14T20:33:03;115;0;0
New South Wales;Australia;2020-03-14T13:33:04;112;2;4
;Philippines;2020-03-14T20:33:03;111;8;2
;Iraq;2020-03-14T22:33:03;110;10;26
;Egypt;2020-03-14T22:33:03;109;2;27
;Kuwait;2020-03-14T16:14:34;104;0;5
;Poland;2020-03-14T22:53:02;103;3;0
;Saudi Arabia;2020-03-14T20:33:03;103;0;1
;India;2020-03-14T20:33:03;102;2;4
Colorado;US;2020-03-14T22:13:32;101;1;0
;Indonesia;2020-03-14T22:53:02;96;5;8
Jilin;China;2020-03-13T11:09:03;93;1;91
;Lebanon;2020-03-14T12:13:12;93;3;1
;United Arab Emirates;2020-03-13T22:21:58;85;0;17
;Thailand;2020-03-14T12:13:12;82;1;35
;San Marino;2020-03-14T22:53:02;80;5;4
Ontario;Canada;2020-03-14T13:13:25;79;0;4
Louisiana;US;2020-03-14T22:13:32;77;1;0
Xinjiang;China;2020-03-11T02:18:14;76;3;73
Florida;US;2020-03-14T18:53:03;76;3;0
Inner Mongolia;China;2020-03-11T03:53:03;75;1;71
Ningxia;China;2020-03-14T09:53:08;75;0;73
New Jersey;US;2020-03-14T22:13:32;69;1;0
Georgia;US;2020-03-14T17:53:03;66;1;0
British Columbia;Canada;2020-03-14T00:13:05;64;1;4
Illinois;US;2020-03-14T22:33:04;64;0;2
;Chile;2020-03-14T20:33:03;61;0;0
;Russia;2020-03-14T22:53:02;59;0;8
Texas;US;2020-03-14T22:33:03;57;0;0
;Taiwan*;2020-03-14T07:13:11;53;1;20
;Vietnam;2020-03-14T12:13:12;53;0;16
;Luxembourg;2020-03-14T20:33:03;51;1;0
Victoria;Australia;2020-03-14T13:33:04;49;0;8
Pennsylvania;US;2020-03-14T18:53:03;47;0;0
Queensland;Australia;2020-03-14T13:33:04;46;0;8
;Serbia;2020-03-14T22:53:02;46;0;0
Diamond Princess;US;2020-03-10T02:33:04;46;0;0
;Slovakia;2020-03-14T20:33:03;44;0;0
;Bulgaria;2020-03-14T20:33:03;41;2;0
Virginia;US;2020-03-14T22:33:03;41;1;0
;Brunei;2020-03-14T20:33:03;40;0;0
;Albania;2020-03-14T12:33:03;38;1;0
;Croatia;2020-03-14T20:33:03;38;0;1
;Peru;2020-03-14T12:33:03;38;0;0
;South Africa;2020-03-14T16:14:56;38;0;0
;Algeria;2020-03-14T12:33:03;37;3;12
;Panama;2020-03-14T12:33:03;36;1;0
;Argentina;2020-03-14T20:33:03;34;2;1
Oregon;US;2020-03-14T16:33:03;32;0;0
Tennessee;US;2020-03-14T22:33:04;32;0;0
;Pakistan;2020-03-14T20:33:03;31;0;2
;Georgia;2020-03-14T12:33:03;30;0;0
;Hungary;2020-03-14T22:53:02;30;0;1
Alberta;Canada;2020-03-14T00:13:05;29;0;0
;Ecuador;2020-03-14T22:53:02;28;2;0
;Belarus;2020-03-13T22:21:59;27;0;3
Wisconsin;US;2020-03-14T22:33:03;27;0;1
;Costa Rica;2020-03-14T12:33:03;26;0;0
;Cyprus;2020-03-14T22:53:02;26;0;0
;Latvia;2020-03-14T12:33:03;26;0;1
;Mexico;2020-03-14T20:53:02;26;0;4
Maryland;US;2020-03-14T22:33:03;26;0;0
Ohio;US;2020-03-14T18:53:03;26;0;0
Michigan;US;2020-03-14T16:53:03;25;0;0
North Carolina;US;2020-03-14T18:13:23;24;0;0
;Colombia;2020-03-14T20:53:02;22;0;0
Connecticut;US;2020-03-14T22:33:03;22;0;0
Grand Princess;US;2020-03-10T02:33:04;21;0;0
Minnesota;US;2020-03-14T18:53:03;21;0;0
Nevada;US;2020-03-14T22:33:03;21;0;0
Rhode Island;US;2020-03-14T18:53:03;20;0;0
South Australia;Australia;2020-03-14T13:33:04;19;0;3
;Oman;2020-03-13T23:33:05;19;0;9
South Carolina;US;2020-03-14T22:33:03;19;0;0
;Armenia;2020-03-14T20:53:02;18;0;0
;Bosnia and Herzegovina;2020-03-14T12:33:03;18;0;0
Qinghai;China;2020-03-11T02:18:14;18;0;18
;Malta;2020-03-14T12:33:03;18;0;1
;Tunisia;2020-03-14T20:53:02;18;0;0
Western Australia;Australia;2020-03-14T13:33:04;17;1;0
Quebec;Canada;2020-03-13T13:33:03;17;0;0
;Morocco;2020-03-14T20:53:02;17;1;1
Iowa;US;2020-03-13T23:53:03;17;0;0
Indiana;US;2020-03-14T16:53:03;16;0;0
;Azerbaijan;2020-03-13T12:13:36;15;1;3
;North Macedonia;2020-03-13T23:33:05;14;0;1
Kentucky;US;2020-03-13T23:53:03;14;0;0
Nebraska;US;2020-03-14T16:53:03;14;0;0
;Moldova;2020-03-14T20:53:02;12;0;0
Arizona;US;2020-03-14T18:13:23;12;0;1
Arkansas;US;2020-03-14T22:33:03;12;0;0
;Afghanistan;2020-03-14T14:53:04;11;0;0
;Dominican Republic;2020-03-14T20:53:02;11;0;0
;Bolivia;2020-03-14T12:53:07;10;0;0
Macau;China;2020-03-11T18:52:03;10;0;10
;Maldives;2020-03-14T16:14:58;10;0;0
;Senegal;2020-03-13T23:33:05;10;0;1
;Sri Lanka;2020-03-14T16:14:58;10;0;1
District of Columbia;US;2020-03-11T22:53:03;10;0;0
New Mexico;US;2020-03-14T00:13:05;10;0;0
Utah;US;2020-03-14T18:53:03;10;0;0
Faroe Islands;Denmark;2020-03-14T16:33:03;9;0;0
;Martinique;2020-03-14T14:53:04;9;0;0
South Dakota;US;2020-03-14T16:53:03;9;1;0
;Jamaica;2020-03-13T22:22:02;8;0;0
;Lithuania;2020-03-14T14:53:04;8;0;0
Kansas;US;2020-03-14T22:33:03;8;1;0
;Cambodia;2020-03-14T12:53:07;7;0;1
New Hampshire;US;2020-03-14T16:53:03;7;0;0
;Kazakhstan;2020-03-14T12:53:07;6;0;0
;New Zealand;2020-03-14T20:53:02;6;0;0
;Paraguay;2020-03-13T23:33:06;6;0;0
;Reunion;2020-03-14T20:53:02;6;0;0
Alabama;US;2020-03-14T16:53:03;6;0;0
Delaware;US;2020-03-14T18:13:20;6;0;0
Mississippi;US;2020-03-14T16:53:03;6;0;0
Tasmania;Australia;2020-03-14T01:53:03;5;0;0
Fench Guiana;France;2020-03-14T16:53:03;5;0;0
;French Guiana;2020-03-07T03:23:05;5;0;0
;Turkey;2020-03-13T23:33:06;5;0;0
Montana;US;2020-03-14T16:53:03;5;0;0
Vermont;US;2020-03-14T22:33:04;5;0;0
Manitoba;Canada;2020-03-14T00:13:05;4;0;0
;Cuba;2020-03-13T23:53:02;4;0;0
;Liechtenstein;2020-03-14T20:53:02;4;0;0
Hawaii;US;2020-03-14T19:53:03;4;0;0
Missouri;US;2020-03-14T16:53:03;4;0;0
Oklahoma;US;2020-03-14T16:53:03;4;0;0
;Uruguay;2020-03-14T16:33:03;4;0;0
;Bangladesh;2020-03-13T22:22:02;3;0;0
French Polynesia;France;2020-03-14T16:53:03;3;0;0
;Ghana;2020-03-14T23:13:05;3;0;0
Maine;US;2020-03-14T16:53:03;3;0;0
Puerto Rico;US;2020-03-14T18:33:03;3;0;0
;Ukraine;2020-03-13T22:22:02;3;1;0
;Aruba;2020-03-13T23:53:03;2;0;0
;Burkina Faso;2020-03-13T22:22:02;2;0;0
;Cameroon;2020-03-13T22:22:02;2;0;0
Saskatchewan;Canada;2020-03-14T00:13:05;2;0;0
;Congo (Kinshasa);2020-03-13T22:22:02;2;0;0
St Martin;France;2020-03-14T16:33:03;2;0;0
;Honduras;2020-03-13T22:22:02;2;0;0
;Jersey;2020-03-14T16:33:03;2;0;0
;Monaco;2020-03-14T23:13:05;2;0;0
;Namibia;2020-03-14T16:33:03;2;0;0
;Nigeria;2020-03-13T22:22:02;2;0;0
;Seychelles;2020-03-14T23:13:06;2;0;0
;Trinidad and Tobago;2020-03-14T16:15:01;2;0;0
Idaho;US;2020-03-14T22:33:03;2;0;0
Wyoming;US;2020-03-14T16:53:03;2;0;0
Channel Islands;United Kingdom;2020-03-11T20:53:02;2;0;0
;Venezuela;2020-03-14T12:53:07;2;0;0
;Andorra;2020-03-13T22:22:02;1;0;1
;Antigua and Barbuda;2020-03-13T22:22:06;1;0;0
Australian Capital Territory;Australia;2020-03-14T01:53:03;1;0;0
Northern Territory;Australia;2020-03-14T01:53:03;1;0;0
;Bhutan;2020-03-13T22:22:02;1;0;0
New Brunswick;Canada;2020-03-11T23:13:06;1;0;0
;Cayman Islands;2020-03-13T12:33:03;1;0;0
Tibet;China;2020-03-11T02:18:14;1;0;1
;Cote d'Ivoire;2020-03-13T22:22:02;1;0;0
;Curacao;2020-03-14T16:15:18;1;0;0
;Eswatini;2020-03-14T13:13:25;1;0;0
;Ethiopia;2020-03-13T23:33:06;1;0;0
Saint Barthelemy;France;2020-03-14T16:33:03;1;0;0
;Gabon;2020-03-14T13:33:04;1;0;0
;Guadeloupe;2020-03-13T12:33:03;1;0;0
;Guatemala;2020-03-14T01:33:03;1;0;0
;Guernsey;2020-03-13T22:22:03;1;0;0
;Guinea;2020-03-13T15:33:33;1;0;0
;Guyana;2020-03-14T23:33:02;1;1;0
;Holy See;2020-03-13T22:22:02;1;0;0
;Jordan;2020-03-14T12:53:07;1;0;1
;Kenya;2020-03-13T22:22:03;1;0;0
;Mauritania;2020-03-14T12:53:07;1;0;0
;Mongolia;2020-03-13T22:22:02;1;0;0
;Nepal;2020-03-13T22:22:03;1;0;1
;Rwanda;2020-03-14T12:53:07;1;0;0
;Saint Lucia;2020-03-14T16:15:18;1;0;0
;Saint Vincent and the Grenadines;2020-03-14T16:33:03;1;0;0
;Sudan;2020-03-14T01:13:32;1;1;0
